id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
408,2,4,10,1,3,4,0,1,1,4,0,1,0,137,2,0
409,1,0,2,0,0,0,0,0,1,3,1,1,2,21,0,1
410,3,0,42,1,2,0,0,1,1,0,0,0,1,0,12,0
411,1,0,29,0,0,0,0,0,0,0,0,1,0,0,2,1
412,39,1,33,0,0,0,0,0,0,1,0,0,3,4,1,0
413,5,1,2,0,1,2,0,0,0,1,0,0,0,19,21,1
414,1,0,3,0,2,0,0,1,0,0,2,0,0,1,0,1
415,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1
416,39,19,4,4,0,12,1,12,0,1,9,1,2,17,0,0
417,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
418,3,3,0,0,0,0,0,0,1,2,0,1,0,6,0,1
419,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1
420,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1
421,2,0,9,0,0,0,3,0,1,4,0,2,2,0,0,0
422,0,0,4,0,0,0,0,0,2,0,0,0,2,0,1,0
423,4,0,0,0,0,0,0,3,0,2,0,0,0,7,0,1
424,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
425,5,0,2,0,0,1,1,0,0,8,0,0,0,12,2,1
426,6,1,60,4,1,2,1,3,1,2,7,3,1,8,15,0
427,3,1,2,1,0,2,0,0,1,1,1,0,0,7,0,0
428,7,0,4,1,0,0,0,0,1,2,0,0,0,8,2,1
429,1,1,2,2,2,1,0,0,0,9,0,3,1,8,1,0
430,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,1
431,2,0,4,0,4,0,1,0,2,0,1,0,0,0,0,1
432,0,1,2,0,0,0,0,0,1,0,0,0,0,5,0,1
433,0,1,7,1,5,5,0,1,1,11,3,0,0,2,0,0
434,9,1,5,0,0,29,0,0,1,11,25,0,0,3,0,1
435,1,1,35,1,1,8,0,1,2,0,0,0,0,2,1,1
436,2,15,0,0,0,0,16,0,11,4,3,1,0,0,6,0
437,0,0,4,0,0,0,0,0,1,1,0,0,1,3,1,1
438,0,2,1,0,8,9,2,2,1,6,50,0,2,6,0,0
439,3,0,0,1,0,1,2,0,3,0,0,0,1,0,1,0
440,2,4,2,1,3,0,0,0,0,3,0,0,1,0,1,0
441,0,0,0,0,1,5,2,2,1,1,1,0,0,3,0,0
442,1,0,13,0,0,1,0,0,14,15,0,2,8,1,0,1
443,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0
444,1,13,9,1,2,0,1,6,3,2,1,21,1,19,2,1
445,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
446,3,2,0,1,0,38,0,2,1,3,0,2,1,4,13,1
447,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1
448,2,1,9,0,0,0,0,0,1,2,0,0,0,0,2,1
449,4,0,6,0,0,2,0,0,0,0,0,0,0,20,0,0
450,0,2,1,0,0,1,0,0,1,0,1,8,1,2,2,0
451,0,2,1,0,1,0,1,0,1,1,0,1,0,2,4,1
452,0,0,1,0,1,4,0,0,1,1,0,0,1,28,1,1
453,0,1,6,3,1,2,0,0,1,0,1,0,0,4,1,0
454,0,0,0,0,0,10,0,0,0,1,0,0,0,3,2,1
455,0,2,3,0,4,0,1,0,0,0,3,17,0,4,0,1
456,12,0,1,0,0,0,0,1,1,5,0,1,0,7,0,1
457,2,0,11,1,1,0,0,0,1,0,3,2,0,3,2,0
458,0,0,5,0,4,2,0,0,0,3,1,0,0,0,0,0
459,47,0,32,1,5,0,0,0,0,1,2,1,2,47,19,1
460,0,0,1,0,1,0,0,0,2,0,1,0,0,3,0,0
461,6,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
462,1,0,2,2,0,0,0,0,0,0,0,1,1,11,3,1
463,1,7,13,0,2,0,0,1,0,0,1,0,2,2,2,1
464,2,0,3,0,0,0,0,0,0,1,0,0,0,5,2,0
465,0,19,6,0,6,0,0,0,0,0,0,0,0,1,1,1
466,1,0,8,0,0,0,2,2,0,0,0,11,0,25,2,0
467,0,4,0,0,1,0,0,0,2,0,0,0,0,6,1,1
468,0,9,1,3,3,3,0,0,11,2,0,1,0,2,0,0
469,5,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1
470,0,5,2,0,0,0,0,1,0,1,0,1,2,7,1,1
471,2,0,7,0,1,2,0,0,0,3,0,1,1,0,2,1
472,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
473,5,2,6,1,5,4,0,1,0,2,1,0,0,2,0,0
474,0,1,5,1,0,1,0,0,1,4,1,0,0,21,1,1
475,6,2,0,1,0,0,1,0,0,2,0,0,0,3,2,1
476,0,4,6,0,1,0,2,0,1,0,1,0,0,0,0,1
477,0,0,1,1,0,5,3,0,3,6,0,0,0,3,0,0
478,3,2,7,0,3,0,0,0,0,1,12,0,0,2,0,1
479,7,0,4,2,2,1,1,0,0,0,0,0,0,0,1,1
480,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
481,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,1
482,8,0,0,0,0,6,2,0,2,1,0,0,0,1,0,1
483,4,0,6,0,1,11,3,2,4,0,0,4,0,3,2,0
484,1,0,0,0,1,0,0,0,2,5,0,0,0,13,1,1
485,2,0,1,1,1,2,0,0,1,0,0,3,2,0,1,1
486,3,0,1,0,0,0,5,0,4,5,0,0,0,2,9,0
487,0,4,0,0,0,0,0,0,0,2,1,0,0,3,0,1
488,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1
489,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
490,2,0,5,0,0,0,0,0,1,8,0,1,3,4,8,1
491,1,0,1,0,0,0,2,0,0,0,0,0,0,8,3,1
492,0,0,0,1,0,0,0,10,1,1,0,0,1,0,0,0
493,2,0,0,0,0,1,0,0,0,3,0,1,0,0,1,1
494,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1
495,0,0,7,1,1,0,0,0,0,3,2,0,0,4,0,0
496,2,2,1,0,0,0,0,0,0,1,0,0,1,3,0,0
497,3,0,5,1,0,1,0,1,1,0,3,0,0,0,0,0
498,0,5,13,0,0,6,0,0,2,0,0,1,2,4,0,0
499,5,1,9,1,1,0,0,0,0,4,0,0,0,11,0,0
500,4,1,59,0,0,1,2,3,0,3,0,2,2,4,3,1
501,5,1,1,0,3,1,1,3,0,0,0,0,0,0,1,1
502,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
503,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,1
504,0,2,2,0,2,8,0,1,1,1,0,0,0,0,0,0
505,0,0,1,0,0,0,0,0,9,0,0,0,1,6,0,0
506,3,0,1,1,0,0,1,2,0,4,0,0,0,20,3,0
507,2,0,0,0,1,1,0,2,2,0,0,0,1,0,0,1
508,3,0,0,2,0,2,0,0,0,1,0,4,0,0,0,0
509,6,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1
510,0,2,17,0,1,3,0,0,3,2,0,3,0,4,0,1
511,2,2,3,0,0,0,1,0,2,2,0,2,0,5,4,1
512,0,5,2,0,1,1,0,0,0,3,0,2,0,0,1,0
513,0,1,11,8,4,14,0,0,0,2,1,5,0,7,14,1
514,0,0,7,1,0,0,0,2,5,3,0,0,0,1,18,0
515,6,5,0,0,0,10,0,0,0,2,0,3,0,0,1,1
516,0,7,0,0,1,1,0,0,2,5,0,6,1,3,2,0
517,0,0,1,1,0,1,1,1,1,0,1,0,0,2,1,0
518,5,19,8,1,12,4,4,1,1,2,1,0,0,11,1,0
519,2,0,6,0,2,0,0,0,0,0,0,0,0,1,1,1
520,9,0,12,0,0,0,0,0,1,0,3,0,0,1,1,0
521,2,1,28,0,0,0,1,0,0,2,2,0,0,0,0,0
522,2,0,3,0,1,0,1,0,0,6,1,0,0,1,0,1
523,0,0,0,0,0,0,0,0,10,0,0,0,1,20,4,1
524,1,5,0,0,2,0,0,0,2,3,9,0,2,5,3,0
525,0,6,16,2,4,11,2,0,1,0,0,9,0,9,2,0
526,1,1,10,5,1,0,2,2,1,0,0,2,0,1,1,0
527,0,0,3,0,0,0,0,0,1,2,0,0,0,2,0,1
528,0,7,1,3,0,1,0,0,2,2,0,2,0,5,1,0
529,3,1,6,1,0,6,0,4,0,1,0,4,2,16,0,0
530,2,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0
531,3,1,5,1,0,1,1,3,3,1,1,0,0,15,0,1
532,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,1
533,1,0,18,1,1,0,1,4,0,0,3,0,0,4,1,0
534,5,0,10,0,0,0,2,0,0,1,0,1,0,2,0,1
535,0,0,2,0,0,0,0,0,0,6,0,0,0,4,1,1
536,7,0,1,0,3,1,0,0,0,1,0,0,0,8,1,0
537,0,1,0,1,0,0,0,0,0,1,0,0,3,6,1,1
538,0,2,7,1,0,2,0,2,5,2,2,1,1,2,2,0
539,0,0,1,0,0,0,0,0,2,3,0,1,0,0,2,0
540,0,0,5,0,2,1,0,2,0,0,19,0,2,6,1,1
541,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
543,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0
544,26,1,6,0,1,1,0,2,0,0,13,0,0,0,3,0
545,7,0,3,2,2,0,0,1,5,0,2,0,0,2,0,0
546,0,4,6,0,3,0,0,1,0,7,1,2,1,9,0,1
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548,0,0,12,2,0,1,0,0,1,2,0,0,0,2,2,0
549,0,0,1,2,2,1,0,0,0,8,0,0,0,0,2,1
550,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1
551,4,0,7,1,1,1,1,3,0,0,1,0,1,3,2,0
552,2,1,3,1,0,7,0,1,0,2,0,0,1,2,0,0
553,9,0,0,1,4,0,4,2,4,1,0,0,0,11,3,0
554,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
555,0,2,12,0,0,5,0,2,1,2,0,0,0,3,1,0
556,1,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0
557,2,1,3,0,5,0,2,0,0,0,3,0,0,8,3,0
558,2,3,1,0,0,19,1,2,1,5,0,0,0,0,0,0
559,0,3,9,0,0,0,0,0,0,27,0,1,0,63,0,0
560,8,6,7,0,0,1,4,0,2,3,0,2,0,5,2,0
561,1,5,1,1,7,0,0,1,2,0,0,0,1,12,1,0
562,0,4,38,0,0,0,1,1,2,5,0,0,2,0,3,1
563,2,0,2,1,0,0,0,0,1,0,0,0,0,7,0,1
564,0,0,11,0,3,0,8,0,1,0,0,9,0,0,0,0
565,2,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
566,6,8,3,0,0,6,0,1,0,4,1,1,2,4,0,0
567,27,1,4,0,1,0,16,0,0,2,1,3,1,13,3,1
568,4,0,0,0,0,1,0,0,1,11,0,0,0,13,0,0
569,0,11,24,0,0,1,1,0,0,4,0,0,3,1,2,1
570,0,1,10,0,0,2,0,0,0,3,0,0,0,0,0,0
571,0,1,62,0,0,0,0,5,1,2,19,0,1,4,0,0
572,5,3,0,1,3,0,0,0,3,2,0,0,0,17,0,0
573,2,1,0,0,0,0,0,2,0,0,0,0,0,2,1,1
574,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,1
575,0,0,4,0,0,20,0,0,1,0,0,0,0,2,5,1
576,0,1,0,0,1,7,0,0,1,0,4,0,0,0,1,1
577,0,0,1,0,0,0,0,0,6,0,1,0,0,5,0,1
578,8,0,31,0,1,0,0,2,1,0,0,0,1,20,2,1
579,7,0,1,0,2,1,8,1,3,1,0,0,0,3,1,1
580,5,0,9,0,1,0,0,2,1,3,0,0,0,2,5,0
581,0,0,1,1,1,0,0,2,0,2,0,0,0,2,0,1
582,2,4,6,0,1,6,2,1,0,2,0,1,0,1,0,0
583,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0
584,5,0,0,0,1,0,0,0,9,0,0,0,0,1,1,1
585,6,7,8,2,0,0,0,1,1,1,0,0,0,6,0,0
586,0,0,28,0,5,0,0,0,0,0,1,0,0,0,0,1
587,1,4,8,0,3,2,1,1,1,3,1,1,1,4,0,1
588,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,1
589,2,4,0,1,0,0,0,0,0,2,0,1,1,9,0,1
590,0,2,15,0,0,4,4,0,0,4,2,1,0,0,0,0
591,0,0,5,1,1,1,0,0,1,4,0,0,0,1,0,0
592,4,0,4,0,0,1,0,3,0,0,0,0,0,2,0,1
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,3,2,5,1,1,1,0,1,1,2,0,0,0,6,9,0
595,0,0,4,0,0,0,0,0,3,1,0,0,2,25,1,1
596,0,2,0,0,2,1,0,0,1,1,0,0,0,21,0,1
597,6,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1
598,7,5,0,0,0,2,0,1,2,4,1,0,0,11,1,1
599,1,0,1,0,0,0,0,2,1,7,2,0,1,2,3,1
600,2,0,70,0,1,4,0,0,1,7,7,0,1,12,0,1
601,0,1,0,0,0,0,0,1,1,1,0,0,0,5,0,1
602,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0
603,2,0,5,4,1,0,0,1,1,24,3,0,0,1,3,1
604,0,2,0,0,11,0,0,0,1,6,2,1,0,1,0,0
605,0,4,13,0,0,0,0,1,0,4,0,2,0,28,0,0
606,0,0,0,0,0,1,5,3,30,4,0,0,6,8,2,0
607,2,1,5,0,0,1,1,0,0,8,0,4,1,64,0,0
608,6,3,40,0,2,0,1,3,0,7,14,0,1,1,0,1
609,3,1,3,0,0,1,0,0,0,1,0,0,0,3,1,1
610,0,0,0,1,0,0,1,0,6,1,5,0,4,1,3,1
611,1,2,6,0,1,0,0,1,2,6,0,0,1,18,0,0
612,1,0,0,0,5,1,2,2,0,0,0,0,0,12,11,0
613,1,6,37,0,2,1,0,2,6,0,0,3,0,3,4,0
614,2,0,0,1,1,4,0,2,1,0,0,0,6,2,1,1
615,6,0,0,0,3,0,0,0,4,0,1,0,0,3,0,1
616,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1
617,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0
618,3,7,25,4,1,1,0,3,0,4,0,0,1,6,2,0
619,4,0,6,0,1,1,0,0,0,5,0,1,0,2,1,0
620,5,0,40,1,1,0,0,1,1,0,0,0,1,4,1,1
621,4,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1
622,2,0,1,0,3,0,0,1,2,1,2,0,0,6,0,1
623,0,0,4,2,1,1,0,0,0,0,3,0,1,0,0,1
624,0,0,4,0,1,0,1,0,0,0,0,0,1,2,0,0
625,7,3,0,0,0,1,0,0,1,1,0,1,1,0,1,1
626,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,1
627,4,7,0,1,4,29,0,1,0,30,0,0,0,7,2,0
628,4,6,0,8,5,0,0,1,0,1,0,0,6,12,2,0
629,0,0,0,0,9,0,0,1,0,3,0,0,2,1,34,1
630,5,0,11,1,0,0,1,2,4,1,0,0,3,5,0,1
631,0,2,0,2,0,1,2,0,0,5,0,0,0,5,1,1
632,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1
633,2,1,1,1,0,1,0,0,4,1,0,1,0,12,2,0
634,2,0,1,0,1,23,0,0,2,0,1,0,2,7,4,0
635,0,2,2,0,1,1,0,4,1,9,1,0,0,7,1,1
636,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
637,2,1,0,3,0,0,0,2,0,2,1,1,0,0,3,0
638,3,2,2,0,0,1,2,3,2,1,2,1,1,16,0,1
639,0,1,0,1,3,11,0,3,0,1,0,4,0,4,7,0
640,2,0,2,0,1,0,0,0,0,3,0,0,0,9,0,1
641,1,1,14,1,1,6,0,0,0,0,0,0,2,0,2,0
642,1,8,11,1,0,0,0,3,1,4,0,1,1,4,0,1
643,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
644,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1
645,0,1,8,0,3,0,0,0,0,0,0,0,0,3,0,0
646,0,0,0,0,2,0,0,2,1,0,0,0,0,18,1,0
647,1,0,11,2,3,2,1,1,5,0,0,0,0,0,0,0
648,3,0,5,2,1,4,0,0,1,0,7,0,1,9,0,1
649,3,0,4,0,3,0,0,3,0,1,3,0,0,4,1,0
650,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1
651,1,0,0,0,2,0,0,0,0,0,0,0,3,0,1,1
652,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1
653,2,5,10,0,13,2,0,1,1,1,0,0,0,3,1,0
654,0,5,0,0,2,1,0,0,1,0,0,2,0,6,3,1
655,2,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0
656,0,0,2,0,5,0,0,0,1,0,0,0,0,1,2,0
657,4,1,6,0,0,1,0,0,1,0,0,0,0,3,0,1
658,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
659,4,9,82,2,0,4,2,1,1,3,1,12,1,11,2,0
660,2,0,1,1,1,2,0,0,0,4,0,0,0,2,1,1
661,3,3,0,0,0,2,0,0,0,5,1,0,0,0,0,1
662,2,0,0,0,0,1,0,0,0,2,3,1,0,2,3,0
663,7,1,5,0,0,4,1,0,1,5,2,0,3,4,0,1
664,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2,2,0,1,6,0,0,1,1,1,0,0,0,3,1,0
666,4,2,8,0,2,1,0,0,0,3,0,1,1,3,19,1
667,4,0,0,2,1,0,0,1,0,2,6,0,0,16,0,0
668,1,8,3,1,3,1,0,0,1,1,3,0,0,0,1,0
669,4,0,6,3,6,1,0,1,1,1,4,3,0,0,2,0
670,4,4,14,3,0,1,2,0,1,0,0,1,0,158,0,1
671,0,13,55,3,2,2,0,4,1,1,0,3,0,5,1,1
672,0,0,4,0,1,0,0,0,5,2,1,0,1,15,1,0
673,9,0,22,0,0,3,0,0,5,4,0,0,5,3,0,1
674,9,0,8,0,0,0,0,0,1,5,0,2,0,7,0,1
675,0,2,0,0,0,0,1,0,0,4,0,0,0,0,2,1
676,3,2,3,1,0,2,0,1,0,5,20,0,2,0,0,0
677,4,1,3,0,1,6,0,0,0,6,0,0,1,0,1,1
678,5,1,8,0,0,0,0,0,2,0,2,0,0,1,0,1
679,3,8,2,1,1,0,0,2,4,8,0,0,4,3,0,0
680,0,4,50,4,0,0,11,0,0,2,1,0,0,8,28,1
681,4,2,8,1,0,5,0,0,0,0,1,0,2,29,1,1
682,0,0,2,0,3,0,0,0,4,0,1,0,1,2,0,1
683,0,0,6,0,2,0,0,2,0,0,2,0,0,1,0,0
684,1,1,1,2,1,0,0,1,2,3,0,2,0,13,1,0
685,0,0,10,1,0,1,0,1,0,0,0,0,0,16,2,1
686,0,0,4,0,3,0,0,0,1,0,1,0,1,0,0,0
687,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
688,7,0,11,0,4,0,0,0,0,0,2,1,0,5,0,0
689,1,0,1,0,3,0,0,0,2,2,0,1,1,0,0,0
690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
691,2,2,13,0,4,0,2,1,2,4,3,1,0,63,2,1
692,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1
693,5,0,8,0,0,0,0,0,3,4,4,0,0,22,1,0
694,1,1,3,0,4,2,0,0,18,9,0,0,0,10,6,1
695,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1
696,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,1
697,2,3,0,3,0,14,1,2,1,1,0,0,16,4,0,0
698,2,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0
699,47,0,17,0,4,0,0,0,0,9,0,0,0,4,1,1
700,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1
701,0,0,5,0,4,1,2,0,0,0,1,0,0,7,5,1
702,0,1,4,0,0,10,0,1,1,3,7,0,1,13,1,0
703,8,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1
704,0,0,0,2,0,0,0,1,0,0,1,0,2,0,2,1
705,2,0,9,1,2,1,0,0,0,1,0,1,0,13,37,1
706,3,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1
707,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1
708,0,7,0,1,0,1,6,0,0,4,0,0,0,5,0,0
709,3,1,20,0,0,12,0,4,1,5,39,3,1,2,1,0
710,0,0,0,0,0,0,1,2,0,0,0,0,0,6,1,1
711,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
712,1,2,0,1,0,1,0,0,0,5,1,1,0,13,0,0
713,7,13,10,0,0,2,1,0,0,6,1,0,1,30,6,1
714,2,7,4,0,0,7,1,0,0,5,0,0,0,4,0,0
715,4,0,2,1,0,0,1,0,0,0,0,0,3,2,0,1
716,1,2,10,0,1,1,0,0,2,1,3,0,1,12,2,0
717,2,1,0,0,1,0,0,1,0,1,24,0,0,21,1,1
718,9,0,0,0,2,0,1,0,0,0,1,0,1,2,0,0
719,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1
720,5,0,1,0,2,0,0,1,0,2,0,0,0,1,0,0
721,2,0,0,0,0,0,0,1,0,2,1,0,1,0,3,0
722,0,1,4,0,2,0,0,0,0,3,0,2,1,5,1,0
723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
724,2,1,6,1,7,18,0,0,2,0,4,0,1,53,0,0
725,0,0,5,1,0,0,0,0,0,1,2,0,0,1,0,1
726,5,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0
727,1,23,0,4,5,0,0,0,3,0,5,0,0,1,2,0
728,4,0,0,0,0,1,0,0,0,0,2,0,0,8,3,0
729,3,0,0,1,8,0,0,0,17,6,0,0,1,14,0,0
730,0,0,24,2,2,0,0,0,0,2,0,0,1,5,22,0
731,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0
732,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
733,1,0,0,1,0,0,0,0,1,0,2,0,0,13,0,0
734,2,0,7,0,0,0,0,0,0,0,4,0,0,1,0,1
735,4,2,9,4,1,8,1,0,1,3,1,1,0,10,14,0
736,7,0,6,1,0,1,0,0,0,0,3,0,1,1,8,1
737,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
738,0,1,0,2,0,1,0,0,0,3,0,1,2,0,0,0
739,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0
740,5,2,1,2,0,0,0,0,1,1,1,0,0,6,1,0
741,0,1,27,1,0,4,0,0,0,0,0,0,6,5,2,0
742,0,0,4,0,0,0,0,0,0,5,0,0,0,9,0,0
743,0,0,10,1,0,1,0,0,6,1,4,7,0,2,0,0
744,4,10,8,0,12,0,3,1,0,4,0,3,0,21,0,0
745,0,1,1,3,1,7,0,0,0,0,0,1,1,2,40,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
747,7,3,8,0,0,33,0,3,0,4,0,2,0,7,1,0
748,2,1,5,0,4,7,0,0,0,1,0,0,0,0,0,0
749,2,0,7,0,1,1,0,1,1,2,0,0,0,2,2,0
750,6,1,8,1,0,4,4,0,6,0,0,1,0,1,0,1
751,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0
752,4,1,9,0,1,49,0,0,0,4,0,0,0,0,3,0
753,1,1,6,0,0,1,0,2,1,4,0,0,0,8,1,0
754,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
755,2,0,1,2,0,0,0,1,0,2,0,0,0,0,0,1
756,1,0,2,1,0,0,0,2,0,4,0,0,1,9,0,0
757,0,0,3,0,1,0,0,0,0,1,1,0,2,1,0,1
758,5,0,21,2,1,1,0,0,5,0,0,0,1,2,1,0
759,6,0,1,1,1,0,1,1,0,3,1,0,0,3,1,1
760,4,7,22,1,0,0,0,2,14,3,0,1,0,28,1,0
761,4,0,0,0,2,0,0,0,3,1,0,0,0,16,0,0
762,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
763,5,15,24,0,2,0,0,2,1,0,0,8,0,2,2,1
764,2,9,11,1,0,1,4,0,1,2,2,1,0,0,5,0
765,6,0,2,0,2,0,0,1,0,5,0,0,0,0,1,0
766,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0
767,1,0,4,0,0,0,0,0,4,6,0,0,0,2,1,1
768,0,2,0,0,1,1,0,0,1,8,5,0,0,6,0,0
769,0,0,24,0,1,0,1,0,1,0,2,1,0,0,0,1
770,0,0,5,0,5,0,0,0,0,0,0,0,0,1,1,1
771,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
772,0,0,0,0,0,6,0,3,0,4,0,0,0,0,1,0
773,2,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0
774,2,7,0,1,3,1,0,17,1,4,1,3,1,3,2,0
775,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1
776,2,1,8,1,0,0,0,0,2,0,0,1,0,2,1,1
777,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,1
778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
779,4,0,2,0,3,0,0,1,2,3,7,0,0,1,0,0
780,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1
781,2,1,6,0,0,2,1,1,0,3,0,0,0,2,3,0
782,2,0,4,1,2,0,0,1,4,0,4,0,0,7,14,0
783,1,3,0,1,0,15,9,0,3,1,2,0,1,0,2,1
784,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0
785,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
786,3,12,8,1,3,31,1,0,0,0,0,1,1,1,0,1
787,0,4,9,1,3,2,4,4,0,0,0,0,36,4,0,1
788,0,0,0,0,1,1,0,0,0,1,0,0,0,7,0,1
789,3,4,0,2,0,0,0,1,1,1,0,2,1,0,1,1
790,0,1,24,0,0,1,0,0,0,2,0,0,1,0,0,1
791,11,1,2,0,1,0,0,1,0,2,1,0,0,0,2,1
792,2,27,21,1,2,2,3,0,6,19,1,0,1,16,2,0
793,0,1,7,0,0,0,0,1,0,4,0,0,0,1,1,1
794,5,0,1,0,1,3,0,1,0,1,1,0,0,37,1,1
795,2,1,3,0,1,1,0,0,0,5,2,1,0,10,2,1
796,6,1,0,1,3,1,0,0,1,4,0,1,2,4,1,1
797,1,0,2,1,1,2,0,1,0,1,0,1,3,13,2,1
798,0,1,1,0,0,1,2,2,0,3,2,2,1,7,2,0
799,5,1,0,0,1,0,2,0,0,32,1,1,0,1,2,0
800,1,2,7,0,3,54,8,2,2,0,1,0,1,5,1,0
801,1,1,4,0,0,3,4,0,1,2,0,0,0,6,3,1
802,0,2,52,1,0,0,2,4,3,7,2,0,1,8,4,1
803,8,0,0,2,2,1,4,0,8,0,1,0,1,0,0,0
804,5,1,0,0,0,0,0,0,1,4,6,0,0,4,1,1
805,10,1,0,0,0,17,0,0,1,4,6,2,0,7,0,0
806,0,0,2,0,0,0,0,0,2,0,41,0,2,1,0,1
807,0,0,0,0,0,0,0,0,0,14,1,0,0,0,3,1
808,5,2,10,0,2,0,1,0,4,0,0,7,0,5,2,1
809,0,1,9,0,1,2,2,0,2,5,0,4,1,6,2,0
810,2,12,0,14,1,8,1,2,21,4,0,0,3,26,2,0
811,0,0,36,0,0,0,0,0,0,4,0,0,0,1,0,1
812,2,2,2,2,3,2,0,3,2,0,2,0,0,22,3,0
813,4,1,7,1,4,0,7,2,0,1,2,0,0,5,2,0
814,0,1,2,0,0,1,0,0,0,1,1,0,0,1,1,1
815,1,3,4,0,1,0,0,0,1,1,0,0,0,0,0,0
816,3,0,0,0,1,0,1,1,0,0,0,0,2,10,2,1
